id,brandName,productName,price,image_url,discount
4483959,나이키,레볼루션 7 M - 블랙:오프 누와르 / FB2207-005,71100,https://image.msscdn.net/images/goods_img/20241002/4483959/4483959_17295598336935_500.jpg,10
4640545,나이키,조던 에센셜 우븐 팬츠 M - 데저트 카모 / HF9329-257,85500,https://image.msscdn.net/images/goods_img/20241127/4640545/4640545_17332126419957_500.jpg,10
4757503,언탭트 스튜디오,워시드 스트레이트 데님 팬츠 4Color,29990,https://image.msscdn.net/images/goods_img/20250204/4757503/4757503_17392434585688_500.jpg,40
4344461,혼다 모터사이클,Honda Motorcycle Vegan leather Jacket Vintage Charcoal,119000,https://image.msscdn.net/images/goods_img/20240819/4344461/4344461_17253484320692_500.jpg,8
4731956,르꼬끄,PROUD 퍼텍스 메쉬자켓 - 블랙(QQ123LJK21),170050,https://image.msscdn.net/images/goods_img/20250121/4731956/4731956_17403737259335_500.jpg,5
4498316,유니온스튜디오,스트링 와이드 스웨트 팬츠 ( 3Color ),25900,https://image.msscdn.net/images/goods_img/20241008/4498316/4498316_17283725082128_500.jpg,10
4752353,아디다스,재팬 JH5434,169000,https://image.msscdn.net/images/goods_img/20250203/4752353/4752353_17385679579132_500.jpg,0
4473326,던스트 포 우먼,UNISEX HANDMADE COLLARED ZIP-UP BLOUSON CHARCOAL GREY_UDJU4D124CG,179400,https://image.msscdn.net/images/goods_img/20240927/4473326/4473326_17278753060288_500.jpg,40
4798207,아캄,CROS2 Washed Denim Pants (Black),179100,https://image.msscdn.net/images/goods_img/20250218/4798207/4798207_17405557280013_500.jpg,10
4845075,노앙,LONELY/LOVELY DAMAGE SWEATSHIRT LIGHT GRAY,168000,https://image.msscdn.net/images/goods_img/20250228/4845075/4845075_17406785560024_500.jpg,0
4342386,고스트리퍼블릭,심볼 로고 래글런 트랙 맨투맨 GMT-155,32700,https://image.msscdn.net/images/goods_img/20240819/4342386/4342386_17340575507419_500.jpg,25
